symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
MSFT,2020-08-25 00:00:00+00:00,216.47,216.61,213.1,213.1,23043696,211.5578010457,211.6946241257,208.2642740464,208.2642740464,23043696,0.0,1.0
MSFT,2020-08-26 00:00:00+00:00,221.15,222.09,217.36,217.88,39600828,216.1316011514,217.0502704034,212.4276049119,212.9358049237,39600828,0.0,1.0
MSFT,2020-08-27 00:00:00+00:00,226.58,231.15,219.4,222.89,57602195,221.4383820434,225.9046783005,214.4213126503,217.8321165754,57602195,0.0,1.0
MSFT,2020-08-28 00:00:00+00:00,228.91,230.644,226.58,228.18,26292896,223.7155090191,225.4101605967,221.4383820434,223.0020743872,26292896,0.0,1.0
MSFT,2020-08-31 00:00:00+00:00,225.53,228.7,224.31,227.0,28774156,220.4122089427,223.510274399,219.2198935305,221.8488512836,28774156,0.0,1.0
MSFT,2020-09-01 00:00:00+00:00,227.27,227.45,224.43,225.51,25791235,222.1127243666,222.2886397553,219.3371704563,220.3926627884,25791235,0.0,1.0
MSFT,2020-09-02 00:00:00+00:00,231.65,232.86,227.35,227.97,34080839,226.3933321579,227.575874493,222.1909089838,222.7968397671,34080839,0.0,1.0
MSFT,2020-09-03 00:00:00+00:00,217.3,229.31,214.9602,229.27,58400288,212.368966449,224.106432105,210.0822618577,224.0673397965,58400288,0.0,1.0
MSFT,2020-09-04 00:00:00+00:00,214.25,218.3599,205.19,215.1,59664072,209.3881779186,213.4048148961,200.5337700215,210.2188894762,59664072,0.0,1.0
MSFT,2020-09-08 00:00:00+00:00,202.66,210.03,202.2,206.5,52924330,198.0611815028,205.2639393617,197.611619954,201.814043128,52924330,0.0,1.0
MSFT,2020-09-09 00:00:00+00:00,211.29,214.8399,206.7,207.6,45678986,206.4953470824,209.9646917396,202.009504671,202.8890816144,45678986,0.0,1.0
MSFT,2020-09-10 00:00:00+00:00,205.37,214.74,204.11,213.4,35461514,200.7096854102,209.8670586989,199.4782776894,208.5574663609,35461514,0.0,1.0
MSFT,2020-09-11 00:00:00+00:00,204.03,208.63,201.24,207.2,33620073,199.4000930722,203.8957085608,196.6734045476,202.4981585285,33620073,0.0,1.0
MSFT,2020-09-14 00:00:00+00:00,205.41,209.2,204.03,204.24,30375768,200.7487777188,204.4527739583,199.4000930722,199.6053276924,30375768,0.0,1.0
MSFT,2020-09-15 00:00:00+00:00,208.78,209.78,206.93,208.42,21823942,204.042304718,205.0196124329,202.2342854455,203.6904739407,21823942,0.0,1.0
MSFT,2020-09-16 00:00:00+00:00,205.05,210.65,204.64,210.62,26372464,200.3969469414,205.8698701449,199.9962507783,205.8405509135,26372464,0.0,1.0
MSFT,2020-09-17 00:00:00+00:00,202.91,204.33,199.96,200.05,34011257,198.3055084315,199.6932853867,195.4224506726,195.5104083669,34011257,0.0,1.0
MSFT,2020-09-18 00:00:00+00:00,200.39,203.65,196.25,202.8,55225326,195.84269299,199.0287161406,191.7966390503,198.1980045829,55225326,0.0,1.0
MSFT,2020-09-21 00:00:00+00:00,202.54,202.71,196.38,197.19,39839657,197.943904577,198.1100468886,191.9236890532,192.7153083023,39839657,0.0,1.0
MSFT,2020-09-22 00:00:00+00:00,207.42,208.1,202.075,205.06,33517065,202.7131662258,203.3777354719,197.4894564896,200.4067200186,33517065,0.0,1.0
MSFT,2020-09-23 00:00:00+00:00,200.59,208.1,200.03,207.9,30803780,196.038154533,203.3777354719,195.4908622126,203.1822739289,30803780,0.0,1.0
MSFT,2020-09-24 00:00:00+00:00,203.19,205.57,199.2,199.85,31202493,198.5791545917,200.9051469532,194.6796968092,195.3149468239,31202493,0.0,1.0
MSFT,2020-09-25 00:00:00+00:00,207.82,209.04,202.54,203.55,29437312,203.1040893117,204.2964047239,197.943904577,198.9309853691,29437312,0.0,1.0
MSFT,2020-09-28 00:00:00+00:00,209.44,212.57,208.06,210.88,32004936,204.6873278099,207.7463009575,203.3386431633,206.0946509193,32004936,0.0,1.0
MSFT,2020-09-29 00:00:00+00:00,207.26,210.07,206.81,209.35,24464472,202.5567969914,205.3030316703,202.1170085197,204.5993701155,24464472,0.0,1.0
MSFT,2020-09-30 00:00:00+00:00,210.33,211.98,206.54,207.73,33829088,205.5571316761,207.1696894057,201.8531354366,203.0161316174,33829088,0.0,1.0
MSFT,2020-10-01 00:00:00+00:00,212.46,213.99,211.32,213.49,27158418,207.6387971089,209.1340779127,206.5246663139,208.6454240552,27158418,0.0,1.0
MSFT,2020-10-02 00:00:00+00:00,206.19,210.99,205.54,208.0,33154781,201.5110777364,206.202154768,200.8758277217,203.2800047004,33154781,0.0,1.0
MSFT,2020-10-05 00:00:00+00:00,210.38,210.41,206.98,207.22,21331561,205.6059970619,205.6353162933,202.2831508312,202.5177046828,21331561,0.0,1.0
MSFT,2020-10-06 00:00:00+00:00,205.91,210.18,204.82,208.82,28554261,201.2374315763,205.4105355189,200.172166167,204.0813970266,28554261,0.0,1.0
MSFT,2020-10-07 00:00:00+00:00,209.83,210.11,206.72,207.06,25681054,205.0684778187,205.3421239789,202.0290508253,202.3613354484,25681054,0.0,1.0
MSFT,2020-10-08 00:00:00+00:00,210.58,211.19,208.32,210.51,19925837,205.8014586049,206.397616311,203.5927431692,205.7330470648,19925837,0.0,1.0
MSFT,2020-10-09 00:00:00+00:00,215.81,215.86,211.23,211.23,26458047,210.9127779538,210.9616433396,206.4367086196,206.4367086196,26458047,0.0,1.0
MSFT,2020-10-12 00:00:00+00:00,221.4,223.86,216.81,218.79,40461368,216.3759280801,218.7801050588,211.8900856687,213.8251549442,40461368,0.0,1.0
MSFT,2020-10-13 00:00:00+00:00,222.86,225.21,220.43,222.72,28950843,217.8027973439,220.0994704739,215.4279395967,217.6659742638,28950843,0.0,1.0
MSFT,2020-10-14 00:00:00+00:00,220.86,224.22,219.13,223.0,23451713,215.8481819141,219.1319358362,214.1574395673,217.939620424,23451713,0.0,1.0
MSFT,2020-10-15 00:00:00+00:00,219.66,220.36,216.01,217.1,22733064,214.6754126562,215.3595280566,211.1082394968,212.173504906,22733064,0.0,1.0
MSFT,2020-10-16 00:00:00+00:00,219.66,222.29,219.32,220.15,26057882,214.6754126562,217.2457319464,214.3431280331,215.1542934365,26057882,0.0,1.0
MSFT,2020-10-19 00:00:00+00:00,214.22,222.3,213.72,220.415,27625841,209.3588586871,217.2555050236,208.8702048297,215.413279981,27625841,0.0,1.0
MSFT,2020-10-20 00:00:00+00:00,214.65,217.37,213.0901,215.8,22753511,209.7791010045,212.4373779891,208.2545987,210.9030048767,22753511,0.0,1.0
MSFT,2020-10-21 00:00:00+00:00,214.8,216.92,213.12,213.12,22724906,209.9256971618,211.9975895174,208.2838202007,208.2838202007,22724906,0.0,1.0
MSFT,2020-10-22 00:00:00+00:00,214.89,216.055,211.7,213.93,22351450,210.0136548561,211.152218344,206.8960432456,209.0754394498,22351450,0.0,1.0
MSFT,2020-10-23 00:00:00+00:00,216.23,216.28,213.16,215.03,18879608,211.3232471941,211.3721125798,208.3229125093,210.1504779362,18879608,0.0,1.0
MSFT,2020-10-26 00:00:00+00:00,210.08,216.3399,208.1,213.85,37111561,205.3128047474,211.4306533119,203.3777354719,208.9972548326,37111561,0.0,1.0
MSFT,2020-10-27 00:00:00+00:00,213.25,214.67,210.329,211.59,36700325,208.4108702037,209.7986471588,205.5561543684,206.7885393969,36700325,0.0,1.0
MSFT,2020-10-28 00:00:00+00:00,202.68,208.84,202.1,207.67,51195593,198.0807276571,204.1009431809,197.5138891825,202.9574931545,51195593,0.0,1.0
MSFT,2020-10-29 00:00:00+00:00,204.72,207.36,203.37,204.07,31432563,200.0744353955,202.6545277629,198.7550699804,199.4391853808,31432563,0.0,1.0
MSFT,2020-10-30 00:00:00+00:00,202.47,204.29,199.62,203.5,36980111,197.875493037,199.6541930781,195.0901660495,198.8821199833,36980111,0.0,1.0
MSFT,2020-11-02 00:00:00+00:00,202.33,205.28,200.12,204.29,30842163,197.7386699569,200.6217277159,195.5788199069,199.6541930781,30842163,0.0,1.0
MSFT,2020-11-03 00:00:00+00:00,206.43,208.12,203.12,203.89,27512030,201.745631588,203.3972816262,198.5107430517,199.2632699921,27512030,0.0,1.0
MSFT,2020-11-04 00:00:00+00:00,216.39,218.32,212.4185,214.02,42311777,211.4796164285,213.3658203182,207.5982388387,209.1633971441,42311777,0.0,1.0
MSFT,2020-11-05 00:00:00+00:00,223.29,224.12,221.15,222.04,36080137,218.2230396613,219.0342050647,216.1316011514,217.0014050177,36080137,0.0,1.0
MSFT,2020-11-06 00:00:00+00:00,223.72,224.36,218.03,222.26,25231895,218.6432819787,219.2687589163,213.0824010809,217.216412715,25231895,0.0,1.0
MSFT,2020-11-09 00:00:00+00:00,218.39,228.12,217.88,224.435,44394950,213.4342318583,222.9434359243,212.9358049237,219.3420569949,44394950,0.0,1.0
MSFT,2020-11-10 00:00:00+00:00,211.01,216.5,209.72,214.5,44045120,206.2217009223,211.5871202771,204.96097397,209.6325048473,44045120,0.0,1.0
MSFT,2020-11-11 00:00:00+00:00,216.55,218.04,212.2,212.39,29440788,211.6359856628,213.0921741581,207.384697103,207.5703855688,29440788,0.0,1.0
MSFT,2020-11-12 00:00:00+00:00,215.44,219.11,214.46,217.21,21616115,210.5511740993,214.137893413,209.5934125387,212.2810087547,21616115,0.0,1.0
MSFT,2020-11-13 00:00:00+00:00,216.51,217.42,214.16,216.36,18630307,211.5968933543,212.4862433748,209.3002202242,211.450297197,18630307,0.0,1.0
MSFT,2020-11-16 00:00:00+00:00,217.23,217.74,214.52,214.87,24953344,212.300554909,212.7989818436,209.6520510016,209.9941087018,24953344,0.0,1.0
MSFT,2020-11-17 00:00:00+00:00,214.46,217.68,214.08,216.1,24154112,209.5934125387,212.7403433807,209.222035607,211.1961971911,24154112,0.0,1.0
MSFT,2020-11-18 00:00:00+00:00,211.08,215.17,210.93,213.65,28372789,206.8374047827,210.845197968,206.6904197025,209.3557491558,28372789,0.56,1.0
MSFT,2020-11-19 00:00:00+00:00,212.42,213.03,209.93,211.38,24792746,208.1504714986,208.7482108246,205.7105191682,207.131374943,24792746,0.0,1.0
MSFT,2020-11-20 00:00:00+00:00,210.39,213.285,210.0,212.2,22843119,206.161273414,208.9980854608,205.7791122056,207.9348933811,22843119,0.0,1.0
MSFT,2020-11-23 00:00:00+00:00,210.11,212.29,208.16,210.95,25683507,205.8869012644,208.0230844292,203.9760952225,206.7100177132,25683507,0.0,1.0
MSFT,2020-11-24 00:00:00+00:00,213.86,214.25,208.86,209.59,33830438,209.5615282681,209.9436894764,204.6620255965,205.3773529865,33830438,0.0,1.0
MSFT,2020-11-25 00:00:00+00:00,213.87,215.29,212.46,215.11,21012887,209.5713272734,210.9627860321,208.18966752,210.7864039359,21012887,0.0,1.0
MSFT,2020-11-27 00:00:00+00:00,215.23,216.27,214.04,214.85,14512213,210.9039920001,211.9230885557,209.7379103642,210.531629797,14512213,0.0,1.0
MSFT,2020-11-30 00:00:00+00:00,214.07,214.76,210.835,214.1,33064753,209.7673073803,210.4434387489,206.5973291518,209.7967043963,33064753,0.0,1.0
MSFT,2020-12-01 00:00:00+00:00,216.21,217.32,213.35,214.51,30498026,211.8642945237,212.9519841168,209.0617789956,210.1984636154,30498026,0.0,1.0
MSFT,2020-12-02 00:00:00+00:00,215.37,215.47,212.8,214.88,23724509,211.0411780749,211.1391681283,208.5228337017,210.561026813,23724509,0.0,1.0
MSFT,2020-12-03 00:00:00+00:00,214.24,216.3757,213.65,214.61,25120922,209.9338904711,212.0266640422,209.3557491558,210.2964536688,25120922,0.0,1.0
MSFT,2020-12-04 00:00:00+00:00,214.36,215.38,213.18,214.22,24666039,210.0514785352,211.0509770802,208.8951959047,209.9142924604,24666039,0.0,1.0
MSFT,2020-12-07 00:00:00+00:00,214.29,215.54,212.99,214.37,24619997,209.9828854978,211.2077611657,208.7090148032,210.0612775406,24619997,0.0,1.0
MSFT,2020-12-08 00:00:00+00:00,216.01,216.95,212.89,213.97,23284094,211.6683144168,212.5894209191,208.6110247498,209.6693173268,23284094,0.0,1.0
MSFT,2020-12-09 00:00:00+00:00,211.8,215.225,211.214,215.16,32440603,207.5429331674,210.8990924974,206.9687114543,210.8353989627,32440603,0.0,1.0
MSFT,2020-12-10 00:00:00+00:00,210.52,213.08,210.36,211.77,26467017,206.2886604834,208.7972058513,206.131876398,207.5135361513,26467017,0.0,1.0
MSFT,2020-12-11 00:00:00+00:00,213.26,213.32,209.11,210.05,30979440,208.9735879475,209.0323819795,204.9070007301,205.8281072323,30979440,0.0,1.0
MSFT,2020-12-14 00:00:00+00:00,214.2,216.21,212.88,213.1,28798379,209.8946944497,211.8642945237,208.6012257444,208.816803862,28798379,0.0,1.0
MSFT,2020-12-15 00:00:00+00:00,214.13,215.42,212.24,215.165,27018106,209.8261014123,211.0901731016,207.9740894025,210.8402984653,27018106,0.0,1.0
MSFT,2020-12-16 00:00:00+00:00,219.28,220.11,214.72,214.75,35023253,214.872589164,215.6859066075,210.4042427276,210.4336397436,35023253,0.0,1.0
MSFT,2020-12-17 00:00:00+00:00,219.42,220.89,217.92,219.87,32515784,215.0097752388,216.4502290243,213.5399244374,215.4507304793,32515784,0.0,1.0
MSFT,2020-12-18 00:00:00+00:00,218.59,219.69,216.02,218.59,63354922,214.1964577953,215.2743483831,211.6781134222,214.1964577953,63354922,0.0,1.0
MSFT,2020-12-21 00:00:00+00:00,222.59,224.0,217.2801,217.55,37181886,218.1160599326,219.497719686,212.9128860855,213.1773612397,37181886,0.0,1.0
MSFT,2020-12-22 00:00:00+00:00,223.94,225.63,221.85,222.69,22643397,219.4389256539,221.0949575569,217.3909335372,218.214049986,22643397,0.0,1.0
MSFT,2020-12-23 00:00:00+00:00,221.02,223.5589,220.8,223.11,18699638,216.5776160937,219.0654855603,216.3620379762,218.6256082104,18699638,0.0,1.0
MSFT,2020-12-24 00:00:00+00:00,222.75,223.61,221.2,221.42,10550572,218.2728440181,219.1155584776,216.7539981899,216.9695763075,10550572,0.0,1.0
MSFT,2020-12-28 00:00:00+00:00,224.96,226.03,223.02,224.45,17762701,220.4384241989,221.4869177706,218.5374171624,219.9386749264,17762701,0.0,1.0
MSFT,2020-12-29 00:00:00+00:00,224.15,227.18,223.58,226.31,17403213,219.6447047661,222.6138033851,219.0861614616,221.7612899202,17403213,0.0,1.0
MSFT,2020-12-30 00:00:00+00:00,221.68,225.63,221.47,225.23,20272337,217.2243504464,221.0949575569,217.0185713342,220.7029973432,20272337,0.0,1.0
MSFT,2020-12-31 00:00:00+00:00,222.42,223.0,219.68,221.7,20942132,217.9494768418,218.5178191517,215.2645493777,217.2439484571,20942132,0.0,1.0
MSFT,2021-01-04 00:00:00+00:00,217.69,223.0,214.81,222.53,37130139,213.3145473145,218.5178191517,210.4924337756,218.0572659005,37130139,0.0,1.0
MSFT,2021-01-05 00:00:00+00:00,217.9,218.52,215.7,217.26,23822953,213.5203264267,214.1278647579,211.3645452512,212.8931900847,23822953,0.0,1.0
MSFT,2021-01-06 00:00:00+00:00,212.25,216.4899,211.94,212.17,35930653,207.9838884078,212.1385686832,207.6801192422,207.9054963651,35930653,0.0,1.0
MSFT,2021-01-07 00:00:00+00:00,218.29,219.34,213.71,214.04,27694480,213.9024876351,214.9313831961,209.4145431879,209.7379103642,27694480,0.0,1.0
MSFT,2021-01-08 00:00:00+00:00,219.62,220.58,217.0261,218.68,22956206,215.2057553457,216.1464598586,212.6639913497,214.2846488434,22956206,0.0,1.0
MSFT,2021-01-11 00:00:00+00:00,217.49,218.91,216.73,218.47,23047029,213.1185672076,214.5100259663,212.3738428015,214.0788697312,23047029,0.0,1.0
MSFT,2021-01-12 00:00:00+00:00,214.93,217.1,213.3202,216.5,23148341,210.6100218398,212.7364059992,209.0325779596,212.1484656786,23148341,0.0,1.0
MSFT,2021-01-13 00:00:00+00:00,216.34,216.76,213.9266,214.02,20087080,211.9916815931,212.4032398176,209.6267896436,209.7183123535,20087080,0.0,1.0
MSFT,2021-01-14 00:00:00+00:00,213.02,217.46,212.74,215.91,29346737,208.7384118192,213.0891701916,208.4640396696,211.5703243634,29346737,0.0,1.0
MSFT,2021-01-15 00:00:00+00:00,212.65,214.51,212.03,213.52,31746512,208.3758486215,210.1984636154,207.7683102903,209.2283620864,31746512,0.0,1.0
MSFT,2021-01-19 00:00:00+00:00,216.44,216.98,212.63,213.75,30480859,212.0896716466,212.6188179351,208.3562506108,209.4537392093,30480859,0.0,1.0
MSFT,2021-01-20 00:00:00+00:00,224.34,225.79,217.2908,217.7,37777260,219.8308858676,221.2517416424,212.9233710212,213.3243463198,37777260,0.0,1.0
MSFT,2021-01-21 00:00:00+00:00,224.97,226.3,222.42,224.7,30749553,220.4482232043,221.7514909149,217.9494768418,220.18365006,30749553,0.0,1.0
MSFT,2021-01-22 00:00:00+00:00,225.95,230.07,225.8,227.08,30172663,221.4085257279,225.4457159293,221.2615406477,222.5158133317,30172663,0.0,1.0
MSFT,2021-01-25 00:00:00+00:00,229.53,229.78,224.22,229.12,33152095,224.9165696407,225.1615447743,219.7132978035,224.5148104217,33152095,0.0,1.0
MSFT,2021-01-26 00:00:00+00:00,232.33,234.18,230.08,231.86,49169601,227.6602911368,229.4731071253,225.4555149346,227.1997378857,49169601,0.0,1.0
MSFT,2021-01-27 00:00:00+00:00,232.9,240.44,230.14,238.0,69870638,228.2188344414,235.6072844701,225.5143089667,233.2163271664,69870638,0.0,1.0
MSFT,2021-01-28 00:00:00+00:00,238.93,242.64,235.09,235.61,49111159,234.1276346633,237.7630656456,230.3648166115,230.8743648893,49111159,0.0,1.0
MSFT,2021-01-29 00:00:00+00:00,231.96,238.02,231.35,235.99,42503138,227.2977279391,233.235925177,226.6999886132,231.2467270924,42503138,0.0,1.0
MSFT,2021-02-01 00:00:00+00:00,239.65,242.5,232.43,235.06,33314193,234.833163048,237.6258795708,227.7582811902,230.3354195955,33314193,0.0,1.0
MSFT,2021-02-02 00:00:00+00:00,239.51,242.31,238.69,241.3,25678356,234.6959769732,237.4396984692,233.892458535,236.4499989296,25678356,0.0,1.0
MSFT,2021-02-03 00:00:00+00:00,243.0,245.09,239.26,239.57,27158104,238.1158298379,240.1638219546,234.4510018396,234.7547710052,27158104,0.0,1.0
MSFT,2021-02-04 00:00:00+00:00,242.01,243.2399,240.37,242.66,25296100,237.1457283089,238.3509079761,235.5386914327,237.7826636562,25296100,0.0,1.0
MSFT,2021-02-05 00:00:00+00:00,242.2,243.28,240.42,242.23,18054752,237.3319094105,238.3902019875,235.5876864594,237.3613064265,18054752,0.0,1.0
MSFT,2021-02-08 00:00:00+00:00,242.47,243.68,240.81,243.15,22211929,237.5964825547,238.7821622012,235.9698476678,238.2628149181,22211929,0.0,1.0
MSFT,2021-02-09 00:00:00+00:00,243.77,244.76,241.38,241.87,23471475,238.8703532493,239.8404547783,236.5283909723,237.0085422341,23471475,0.0,1.0
MSFT,2021-02-10 00:00:00+00:00,242.82,245.92,240.89,245.0,22117240,237.9394477417,240.9771393981,236.0482397105,240.0756309065,22117240,0.0,1.0
MSFT,2021-02-11 00:00:00+00:00,244.49,245.15,242.15,244.78,15751059,239.575881634,240.2226159867,237.2829143837,239.860052789,15751059,0.0,1.0
MSFT,2021-02-12 00:00:00+00:00,244.99,245.3,242.73,243.9332,16561079,240.0658319012,240.3696010668,237.8512566936,239.0302730165,16561079,0.0,1.0
MSFT,2021-02-16 00:00:00+00:00,243.7,246.13,242.92,245.03,26728487,238.8017602119,241.1829185103,238.0374377952,240.1050279226,26728487,0.0,1.0
MSFT,2021-02-17 00:00:00+00:00,244.2,244.31,240.94,241.32,21451617,239.8404547783,239.9484910192,236.6386534573,237.0118695622,21451617,0.56,1.0
MSFT,2021-02-18 00:00:00+00:00,243.79,243.93,240.86,241.8,16925563,239.4377742441,239.5752749143,236.5600816458,237.4833004316,16925563,0.0,1.0
MSFT,2021-02-19 00:00:00+00:00,240.97,243.86,240.18,243.75,25262600,236.6681178867,239.5065245792,235.8922212476,239.3984883383,25262600,0.0,1.0
MSFT,2021-02-22 00:00:00+00:00,234.51,237.93,232.4,237.42,36182764,230.3234441034,233.6823890475,228.2511125736,233.1814937488,36182764,0.0,1.0
MSFT,2021-02-23 00:00:00+00:00,233.27,234.83,228.73,230.325,30228704,229.1055810243,230.6377313497,224.6466307184,226.2131562114,30228704,0.0,1.0
MSFT,2021-02-24 00:00:00+00:00,234.55,235.2,229.0,230.01,26339746,230.3627300092,231.0011259781,224.9118105824,225.9037797033,26339746,0.0,1.0
MSFT,2021-02-25 00:00:00+00:00,228.99,234.5852,227.88,232.08,39118089,224.901989106,230.3973016063,223.8118052206,227.9368253274,39118089,0.0,1.0
MSFT,2021-02-26 00:00:00+00:00,232.38,235.37,229.54,231.525,37545055,228.2314696207,231.1680910777,225.4421703104,227.3917333847,37545055,0.0,1.0
MSFT,2021-03-01 00:00:00+00:00,236.94,237.47,233.15,235.9,25332837,232.7100628795,233.2306011311,228.987723307,231.6886293292,25332837,0.0,1.0
MSFT,2021-03-02 00:00:00+00:00,233.87,237.3,233.45,237.01,22812459,229.694869611,233.0636360315,229.2823676003,232.7788132146,22812459,0.0,1.0
MSFT,2021-03-03 00:00:00+00:00,227.56,233.5799,227.26,232.155,34029526,223.4975179744,229.4099485793,223.2028736811,228.0104864007,34029526,0.0,1.0
MSFT,2021-03-04 00:00:00+00:00,226.73,232.49,224.26,226.735,44727785,222.6823354295,228.3395058616,220.2564307477,222.6872461677,44727785,0.0,1.0
MSFT,2021-03-05 00:00:00+00:00,231.6,233.27,226.46,229.5165,41872770,227.465394458,229.1055810243,222.4171555655,225.4190898408,41872770,0.0,1.0
MSFT,2021-03-08 00:00:00+00:00,227.39,233.365,227.13,231.37,35267440,223.3305528749,229.1988850505,223.0751944873,227.2395004998,35267440,0.0,1.0
MSFT,2021-03-09 00:00:00+00:00,233.78,235.3839,231.67,232.88,33080531,229.606476323,231.1817429299,227.5341447932,228.722543443,33080531,0.0,1.0
MSFT,2021-03-10 00:00:00+00:00,232.42,237.0,232.04,237.0,29746812,228.2707555265,232.7689917382,227.8975394216,232.7689917382,29746812,0.0,1.0
MSFT,2021-03-11 00:00:00+00:00,237.13,239.17,234.31,234.96,29907586,232.8966709319,234.9002521266,230.1270145745,230.7654105434,29907586,0.0,1.0
MSFT,2021-03-12 00:00:00+00:00,235.75,235.82,233.23,234.01,22653662,231.5413071826,231.6100575177,229.0662951185,229.8323702812,22653662,0.0,1.0
MSFT,2021-03-15 00:00:00+00:00,234.81,235.185,231.81,234.96,26042669,230.6180883968,230.9863937635,227.6716454634,230.7654105434,26042669,0.0,1.0
MSFT,2021-03-16 00:00:00+00:00,237.71,240.055,235.94,236.28,28092196,233.4663165657,235.769452792,231.727915235,232.0618454341,28092196,0.0,1.0
MSFT,2021-03-17 00:00:00+00:00,237.04,238.55,233.23,236.15,29562100,232.8082776439,234.2913205871,229.0662951185,231.9341662404,29562100,0.0,1.0
MSFT,2021-03-18 00:00:00+00:00,230.72,234.19,230.33,232.56,34852251,226.6011045309,230.0091568572,226.2180669496,228.4082561967,34852251,0.0,1.0
MSFT,2021-03-19 00:00:00+00:00,230.35,232.474,229.3496,231.02,46430730,226.2377099025,228.3237914993,225.2551693989,226.8957488243,46430730,0.0,1.0
MSFT,2021-03-22 00:00:00+00:00,235.99,236.9,230.14,230.27,30127005,231.7770226172,232.6707769737,226.0314588971,226.1591380909,30127005,0.0,1.0
MSFT,2021-03-23 00:00:00+00:00,237.58,241.05,237.07,237.485,31638376,233.3386373719,236.7466896982,232.8377420733,233.2453333457,31638376,0.0,1.0
MSFT,2021-03-24 00:00:00+00:00,235.46,238.0,235.32,237.845,25620127,231.2564843657,233.7511393826,231.1189836955,233.5989064977,25620127,0.0,1.0
MSFT,2021-03-25 00:00:00+00:00,232.34,236.94,231.57,235.3,34061853,228.192183715,232.7100628795,227.4359300287,231.0993407426,34061853,0.0,1.0
MSFT,2021-03-26 00:00:00+00:00,236.48,236.71,231.55,231.55,25479853,232.258274963,232.4841689213,227.4162870758,227.4162870758,25479853,0.0,1.0
MSFT,2021-03-29 00:00:00+00:00,235.24,236.8,231.88,236.59,25227455,231.0404118839,232.5725622093,227.7403957985,232.3663112039,25227455,0.0,1.0
MSFT,2021-03-30 00:00:00+00:00,231.85,233.85,231.1,233.525,24792012,227.7109313692,229.6752266581,226.9743206358,229.3560286736,24792012,0.0,1.0
MSFT,2021-03-31 00:00:00+00:00,235.77,239.1,232.39,232.91,43623471,231.5609501355,234.8315017915,228.2412910972,228.7520078723,43623471,0.0,1.0
MSFT,2021-04-01 00:00:00+00:00,242.35,242.84,238.0501,238.47,30337982,238.023481636,238.5047339818,233.8003449796,234.2127487755,30337982,0.0,1.0
MSFT,2021-04-05 00:00:00+00:00,249.07,249.96,242.7,242.76,36910609,244.6235138068,245.4976252104,238.3672333116,238.4261621703,36910609,0.0,1.0
MSFT,2021-04-06 00:00:00+00:00,247.86,249.4,246.88,247.61,22931923,243.435115157,244.9476225295,242.4726104655,243.1895782459,22931923,0.0,1.0
MSFT,2021-04-07 00:00:00+00:00,249.9,250.93,247.19,247.81,22719835,245.4386963518,246.4503084256,242.7770762353,243.3860077748,22719835,0.0,1.0
MSFT,2021-04-08 00:00:00+00:00,253.25,254.139,252.0,252.77,23625197,248.7288909607,249.6020202166,247.5012064051,248.2574600914,23625197,0.0,1.0
MSFT,2021-04-09 00:00:00+00:00,255.85,255.99,252.44,252.87,24326833,251.2824748363,251.4199755065,247.9333513687,248.3556748558,24326833,0.0,1.0
MSFT,2021-04-12 00:00:00+00:00,255.91,257.67,254.62,254.71,27148668,251.341403695,253.0699835492,250.0744332336,250.1628265216,27148668,0.0,1.0
MSFT,2021-04-13 00:00:00+00:00,258.49,259.19,256.83,257.2573,23837469,253.8753446177,254.5628479688,252.2449795279,252.6646512164,23837469,0.0,1.0
MSFT,2021-04-14 00:00:00+00:00,255.59,258.83,255.16,257.475,23070938,251.0271164488,254.2092748168,250.6047929616,252.8784647586,23070938,0.0,1.0
MSFT,2021-04-15 00:00:00+00:00,259.5,259.93,257.73,257.931,25627481,254.8673137386,255.2896372257,253.1289124079,253.3263240844,25627481,0.0,1.0
MSFT,2021-04-16 00:00:00+00:00,260.74,261.0,257.6014,259.47,24878582,256.0851768178,256.3405352053,253.0026082208,254.8378493093,24878582,0.0,1.0
MSFT,2021-04-19 00:00:00+00:00,258.74,261.48,257.821,260.19,23209260,254.1208815288,256.8119660747,253.2182878436,255.5449956133,23209260,0.0,1.0
MSFT,2021-04-20 00:00:00+00:00,258.26,260.2,256.84,257.82,19722875,253.6494506595,255.5548170897,252.2548010043,253.2173056959,19722875,0.0,1.0
MSFT,2021-04-21 00:00:00+00:00,260.58,260.68,257.25,258.94,24030383,255.9280331946,256.0262479591,252.6574815386,254.3173110577,24030383,0.0,1.0
MSFT,2021-04-22 00:00:00+00:00,257.17,261.78,255.64,260.21,25606152,252.578909727,257.106610368,251.076223831,255.5646385662,25606152,0.0,1.0
MSFT,2021-04-23 00:00:00+00:00,261.15,261.51,257.27,257.88,21499286,256.487857352,256.841430504,252.6771244915,253.2762345546,21499286,0.0,1.0
MSFT,2021-04-26 00:00:00+00:00,261.55,262.435,260.17,261.66,19763346,256.8807164098,257.7499170751,255.5253526604,256.9887526507,19763346,0.0,1.0
MSFT,2021-04-27 00:00:00+00:00,261.97,263.19,260.12,261.585,31014213,257.2932184204,258.4914385467,255.4762452782,256.9150915773,31014213,0.0,1.0
MSFT,2021-04-28 00:00:00+00:00,254.56,256.5399,252.95,256.078,46903119,250.015504375,251.9600584962,248.4342466674,251.5064044993,46903119,0.0,1.0
